Rowid,Country,State lgd code,State,Year,Gender,Projected population
1474,India,31,Lakshadweep,2019,Male,35
1475,India,31,Lakshadweep,2020,Female,33
1476,India,31,Lakshadweep,2020,Male,35
1477,India,31,Lakshadweep,2021,Female,33
1478,India,31,Lakshadweep,2021,Male,35
1479,India,31,Lakshadweep,2022,Female,33
1480,India,31,Lakshadweep,2022,Male,35
1481,India,31,Lakshadweep,2023,Female,33
1482,India,31,Lakshadweep,2023,Male,35
1483,India,31,Lakshadweep,2024,Female,34
1484,India,31,Lakshadweep,2024,Male,36
1485,India,31,Lakshadweep,2025,Female,34
1486,India,31,Lakshadweep,2025,Male,36
1487,India,31,Lakshadweep,2026,Female,34
1488,India,31,Lakshadweep,2026,Male,36
1489,India,31,Lakshadweep,2027,Female,34
1490,India,31,Lakshadweep,2027,Male,36
1491,India,31,Lakshadweep,2028,Female,34
1493,India,31,Lakshadweep,2029,Female,34
1494,India,31,Lakshadweep,2029,Male,36
1495,India,31,Lakshadweep,2030,Female,34
1496,India,31,Lakshadweep,2030,Male,36
1497,India,31,Lakshadweep,2031,Female,34
1498,India,31,Lakshadweep,2031,Male,36
1499,India,31,Lakshadweep,2032,Female,34
1500,India,31,Lakshadweep,2032,Male,36
1501,India,31,Lakshadweep,2033,Female,35
1502,India,31,Lakshadweep,2033,Male,37
1503,India,31,Lakshadweep,2034,Female,35
1504,India,31,Lakshadweep,2034,Male,37
1505,India,31,Lakshadweep,2035,Female,35
1506,India,31,Lakshadweep,2035,Male,37
1507,India,31,Lakshadweep,2036,Female,35
1508,India,31,Lakshadweep,2036,Male,37
1509,India,32,Kerala,2011,Female,17449
1510,India,32,Kerala,2011,Male,16094
1511,India,32,Kerala,2012,Female,17570
1512,India,32,Kerala,2012,Male,16207
1513,India,32,Kerala,2013,Female,17691
1514,India,32,Kerala,2013,Male,16320
1515,India,32,Kerala,2014,Female,17813
1516,India,32,Kerala,2014,Male,16434
1517,India,32,Kerala,2015,Female,17934
1518,India,32,Kerala,2015,Male,16547
1519,India,32,Kerala,2016,Female,18038
1520,India,32,Kerala,2016,Male,16647
1521,India,32,Kerala,2017,Female,18131
1522,India,32,Kerala,2017,Male,16736
1523,India,32,Kerala,2018,Female,18223
1524,India,32,Kerala,2018,Male,16826
1525,India,32,Kerala,2019,Female,18316
1526,India,32,Kerala,2019,Male,16916
1527,India,32,Kerala,2020,Female,18408
1528,India,32,Kerala,2020,Male,17005
1529,India,32,Kerala,2021,Female,18489
1530,India,32,Kerala,2021,Male,17084
1531,India,32,Kerala,2022,Female,18562
1532,India,32,Kerala,2022,Male,17154
1533,India,32,Kerala,2023,Female,18635
1534,India,32,Kerala,2023,Male,17225
1535,India,32,Kerala,2024,Female,18708
1536,India,32,Kerala,2024,Male,17295
1537,India,32,Kerala,2025,Female,18781
1538,India,32,Kerala,2025,Male,17366
1539,India,32,Kerala,2026,Female,18840
1540,India,32,Kerala,2026,Male,17423
1541,India,32,Kerala,2027,Female,18889
1542,India,32,Kerala,2027,Male,17472
1543,India,32,Kerala,2028,Female,18938
1544,India,32,Kerala,2028,Male,17521
1545,India,32,Kerala,2029,Female,18987
1546,India,32,Kerala,2029,Male,17569
1547,India,32,Kerala,2030,Female,19036
1548,India,32,Kerala,2030,Male,17618
1549,India,32,Kerala,2031,Female,19070
1550,India,32,Kerala,2031,Male,17654
1551,India,32,Kerala,2032,Female,19094
1552,India,32,Kerala,2032,Male,17681
1553,India,32,Kerala,2033,Female,19117
1554,India,32,Kerala,2033,Male,17709
1555,India,32,Kerala,2034,Female,19141
1556,India,32,Kerala,2034,Male,17736
1557,India,32,Kerala,2035,Female,19164
1558,India,32,Kerala,2035,Male,17763
1559,India,32,Kerala,2036,Female,19187
1560,India,32,Kerala,2036,Male,17791
1561,India,33,Tamil Nadu,2011,Female,36159
1562,India,33,Tamil Nadu,2011,Male,36278
1563,India,33,Tamil Nadu,2012,Female,36416
1564,India,33,Tamil Nadu,2012,Male,36519
1565,India,33,Tamil Nadu,2013,Female,36673
1566,India,33,Tamil Nadu,2013,Male,36760
1567,India,33,Tamil Nadu,2014,Female,36930
1568,India,33,Tamil Nadu,2014,Male,37001
1569,India,33,Tamil Nadu,2015,Female,37186
1570,India,33,Tamil Nadu,2015,Male,37241
1571,India,33,Tamil Nadu,2016,Female,37404
1572,India,33,Tamil Nadu,2016,Male,37438
1573,India,33,Tamil Nadu,2017,Female,37592
1574,India,33,Tamil Nadu,2017,Male,37602
1575,India,33,Tamil Nadu,2018,Female,37781
1576,India,33,Tamil Nadu,2018,Male,37767
1577,India,33,Tamil Nadu,2019,Female,37970
1578,India,33,Tamil Nadu,2019,Male,37932
1579,India,33,Tamil Nadu,2020,Female,38159
1580,India,33,Tamil Nadu,2020,Male,38096
1581,India,33,Tamil Nadu,2021,Female,38314
1582,India,33,Tamil Nadu,2021,Male,38222
1583,India,33,Tamil Nadu,2022,Female,38445
1584,India,33,Tamil Nadu,2022,Male,38320
1585,India,33,Tamil Nadu,2023,Female,38576
1586,India,33,Tamil Nadu,2023,Male,38418
1587,India,33,Tamil Nadu,2024,Female,38707
1588,India,33,Tamil Nadu,2024,Male,38515
1589,India,33,Tamil Nadu,2025,Female,38838
1590,India,33,Tamil Nadu,2025,Male,38613
1591,India,33,Tamil Nadu,2026,Female,38934
1592,India,33,Tamil Nadu,2026,Male,38675
1593,India,33,Tamil Nadu,2027,Female,39006
1594,India,33,Tamil Nadu,2027,Male,38710
1595,India,33,Tamil Nadu,2028,Female,39078
1596,India,33,Tamil Nadu,2028,Male,38745
1597,India,33,Tamil Nadu,2029,Female,39150
1598,India,33,Tamil Nadu,2029,Male,38780
1599,India,33,Tamil Nadu,2030,Female,39222
1600,India,33,Tamil Nadu,2030,Male,38816
1601,India,33,Tamil Nadu,2031,Female,39261
1602,India,33,Tamil Nadu,2031,Male,38820
1603,India,33,Tamil Nadu,2032,Female,39276
1604,India,33,Tamil Nadu,2032,Male,38801
1605,India,33,Tamil Nadu,2033,Female,39291
1606,India,33,Tamil Nadu,2033,Male,38783
1607,India,33,Tamil Nadu,2034,Female,39306
1608,India,33,Tamil Nadu,2034,Male,38765
1609,India,33,Tamil Nadu,2035,Female,39322
1610,India,33,Tamil Nadu,2035,Male,38747
1611,India,33,Tamil Nadu,2036,Female,39337
1612,India,33,Tamil Nadu,2036,Male,38728
1613,India,34,Puducherry,2011,Female,645
1614,India,34,Puducherry,2011,Male,620
1615,India,34,Puducherry,2012,Female,663
1616,India,34,Puducherry,2012,Male,634
1617,India,34,Puducherry,2013,Female,680
1618,India,34,Puducherry,2013,Male,648
1619,India,34,Puducherry,2014,Female,697
1620,India,34,Puducherry,2014,Male,661
1621,India,34,Puducherry,2015,Female,714
1622,India,34,Puducherry,2015,Male,675
1623,India,34,Puducherry,2016,Female,733
1624,India,34,Puducherry,2016,Male,689
1625,India,34,Puducherry,2017,Female,752
1626,India,34,Puducherry,2017,Male,703
1627,India,34,Puducherry,2018,Female,772
1628,India,34,Puducherry,2018,Male,718
1629,India,34,Puducherry,2019,Female,791
1630,India,34,Puducherry,2019,Male,732
1631,India,34,Puducherry,2020,Female,811
1632,India,34,Puducherry,2020,Male,747
1633,India,34,Puducherry,2021,Female,831
1634,India,34,Puducherry,2021,Male,762
1635,India,34,Puducherry,2022,Female,853
1636,India,34,Puducherry,2022,Male,777
1637,India,34,Puducherry,2023,Female,875
1638,India,34,Puducherry,2023,Male,792
1639,India,34,Puducherry,2024,Female,897
1640,India,34,Puducherry,2024,Male,807
1641,India,34,Puducherry,2025,Female,919
1642,India,34,Puducherry,2025,Male,823
1643,India,34,Puducherry,2026,Female,942
1644,India,34,Puducherry,2026,Male,839
1645,India,34,Puducherry,2027,Female,967
1646,India,34,Puducherry,2027,Male,855
1647,India,34,Puducherry,2028,Female,991
1648,India,34,Puducherry,2028,Male,871
1649,India,34,Puducherry,2029,Female,1016
1650,India,34,Puducherry,2029,Male,887
1651,India,34,Puducherry,2030,Female,1040
1652,India,34,Puducherry,2030,Male,903
1653,India,34,Puducherry,2031,Female,1067
1654,India,34,Puducherry,2031,Male,920
1655,India,34,Puducherry,2032,Female,1094
1656,India,34,Puducherry,2032,Male,937
1657,India,34,Puducherry,2033,Female,1122
1658,India,34,Puducherry,2033,Male,954
1659,India,34,Puducherry,2034,Female,1150
1660,India,34,Puducherry,2034,Male,971
1661,India,34,Puducherry,2035,Female,1177
1662,India,34,Puducherry,2035,Male,988
1663,India,34,Puducherry,2036,Female,1205
1664,India,34,Puducherry,2036,Male,1005
1665,India,35,Andaman And Nicobar Islands,2011,Female,178
1666,India,35,Andaman And Nicobar Islands,2011,Male,203
1667,India,35,Andaman And Nicobar Islands,2012,Female,180
1668,India,35,Andaman And Nicobar Islands,2012,Male,204
1669,India,35,Andaman And Nicobar Islands,2013,Female,181
1670,India,35,Andaman And Nicobar Islands,2013,Male,205
1671,India,35,Andaman And Nicobar Islands,2014,Female,182
1672,India,35,Andaman And Nicobar Islands,2014,Male,206
1673,India,35,Andaman And Nicobar Islands,2015,Female,184
1674,India,35,Andaman And Nicobar Islands,2015,Male,207
1675,India,35,Andaman And Nicobar Islands,2016,Female,185
1676,India,35,Andaman And Nicobar Islands,2016,Male,208
1677,India,35,Andaman And Nicobar Islands,2017,Female,186
1678,India,35,Andaman And Nicobar Islands,2017,Male,209
1679,India,35,Andaman And Nicobar Islands,2018,Female,187
1680,India,35,Andaman And Nicobar Islands,2018,Male,210
1681,India,35,Andaman And Nicobar Islands,2019,Female,188
1682,India,35,Andaman And Nicobar Islands,2019,Male,210
1683,India,35,Andaman And Nicobar Islands,2020,Female,189
1684,India,35,Andaman And Nicobar Islands,2020,Male,211
1685,India,35,Andaman And Nicobar Islands,2021,Female,189
1686,India,35,Andaman And Nicobar Islands,2021,Male,212
1687,India,35,Andaman And Nicobar Islands,2022,Female,190
1688,India,35,Andaman And Nicobar Islands,2022,Male,212
1689,India,35,Andaman And Nicobar Islands,2023,Female,191
1690,India,35,Andaman And Nicobar Islands,2023,Male,213
1691,India,35,Andaman And Nicobar Islands,2024,Female,191
1692,India,35,Andaman And Nicobar Islands,2024,Male,213
1693,India,35,Andaman And Nicobar Islands,2025,Female,192
1694,India,35,Andaman And Nicobar Islands,2025,Male,214
1695,India,35,Andaman And Nicobar Islands,2026,Female,193
1696,India,35,Andaman And Nicobar Islands,2026,Male,214
1697,India,35,Andaman And Nicobar Islands,2027,Female,193
1698,India,35,Andaman And Nicobar Islands,2027,Male,214
1699,India,35,Andaman And Nicobar Islands,2028,Female,194
1700,India,35,Andaman And Nicobar Islands,2028,Male,215
1701,India,35,Andaman And Nicobar Islands,2029,Female,194
1702,India,35,Andaman And Nicobar Islands,2029,Male,215
1703,India,35,Andaman And Nicobar Islands,2030,Female,195
1704,India,35,Andaman And Nicobar Islands,2030,Male,215
1705,India,35,Andaman And Nicobar Islands,2031,Female,195
1706,India,35,Andaman And Nicobar Islands,2031,Male,216
1707,India,35,Andaman And Nicobar Islands,2032,Female,195
1708,India,35,Andaman And Nicobar Islands,2032,Male,216
1709,India,35,Andaman And Nicobar Islands,2033,Female,196
1710,India,35,Andaman And Nicobar Islands,2033,Male,216
1711,India,35,Andaman And Nicobar Islands,2034,Female,196
1712,India,35,Andaman And Nicobar Islands,2034,Male,216
1713,India,35,Andaman And Nicobar Islands,2035,Female,196
1714,India,35,Andaman And Nicobar Islands,2035,Male,217
1715,India,35,Andaman And Nicobar Islands,2036,Female,197
1716,India,35,Andaman And Nicobar Islands,2036,Male,217
1717,India,36,Telangana,2011,Female,17464
1718,India,36,Telangana,2011,Male,17685
1719,India,36,Telangana,2012,Female,17609
1720,India,36,Telangana,2012,Male,17832
1721,India,36,Telangana,2013,Female,17754
1722,India,36,Telangana,2013,Male,17979
1723,India,36,Telangana,2014,Female,17899
1724,India,36,Telangana,2014,Male,18126
1725,India,36,Telangana,2015,Female,18043
1726,India,36,Telangana,2015,Male,18272
1727,India,36,Telangana,2016,Female,18179
1728,India,36,Telangana,2016,Male,18409
1729,India,36,Telangana,2017,Female,18305
1730,India,36,Telangana,2017,Male,18536
1731,India,36,Telangana,2018,Female,18432
1732,India,36,Telangana,2018,Male,18662
1733,India,36,Telangana,2019,Female,18558
1734,India,36,Telangana,2019,Male,18788
1735,India,36,Telangana,2020,Female,18684
1736,India,36,Telangana,2020,Male,18915
1737,India,36,Telangana,2021,Female,18794
1738,India,36,Telangana,2021,Male,19022
1739,India,36,Telangana,2022,Female,18889
1740,India,36,Telangana,2022,Male,19110
1741,India,36,Telangana,2023,Female,18983
1742,India,36,Telangana,2023,Male,19197
1743,India,36,Telangana,2024,Female,19078
1744,India,36,Telangana,2024,Male,19285
1745,India,36,Telangana,2025,Female,19172
1746,India,36,Telangana,2025,Male,19373
1747,India,36,Telangana,2026,Female,19251
1748,India,36,Telangana,2026,Male,19442
1749,India,36,Telangana,2027,Female,19313
1750,India,36,Telangana,2027,Male,19494
1751,India,36,Telangana,2028,Female,19375
1752,India,36,Telangana,2028,Male,19546
1753,India,36,Telangana,2029,Female,19438
1754,India,36,Telangana,2029,Male,19598
1755,India,36,Telangana,2030,Female,19500
1756,India,36,Telangana,2030,Male,19649
1757,India,36,Telangana,2031,Female,19548
1758,India,36,Telangana,2031,Male,19685
1759,India,36,Telangana,2032,Female,19581
1760,India,36,Telangana,2032,Male,19704
1761,India,36,Telangana,2033,Female,19614
1762,India,36,Telangana,2033,Male,19723
1763,India,36,Telangana,2034,Female,19646
1764,India,36,Telangana,2034,Male,19743
1765,India,36,Telangana,2035,Female,19679
1766,India,36,Telangana,2035,Male,19762
1767,India,36,Telangana,2036,Female,19712
1768,India,36,Telangana,2036,Male,19781
1769,India,37,Ladakh,2011,Female,118
1770,India,37,Ladakh,2011,Male,157
1771,India,37,Ladakh,2012,Female,120
1772,India,37,Ladakh,2012,Male,159
1773,India,37,Ladakh,2013,Female,121
1774,India,37,Ladakh,2013,Male,160
1775,India,37,Ladakh,2014,Female,123
1776,India,37,Ladakh,2014,Male,161
1777,India,37,Ladakh,2015,Female,124
1778,India,37,Ladakh,2015,Male,162
1779,India,37,Ladakh,2016,Female,125
1780,India,37,Ladakh,2016,Male,163
1781,India,37,Ladakh,2017,Female,126
1782,India,37,Ladakh,2017,Male,164
1783,India,37,Ladakh,2018,Female,127
1784,India,37,Ladakh,2018,Male,165
1785,India,37,Ladakh,2019,Female,128
1786,India,37,Ladakh,2019,Male,166
1787,India,37,Ladakh,2020,Female,130
1788,India,37,Ladakh,2020,Male,167
1789,India,37,Ladakh,2021,Female,131
1790,India,37,Ladakh,2021,Male,167
1791,India,37,Ladakh,2022,Female,132
1792,India,37,Ladakh,2022,Male,168
1793,India,37,Ladakh,2023,Female,133
1794,India,37,Ladakh,2023,Male,169
1795,India,37,Ladakh,2024,Female,133
1796,India,37,Ladakh,2024,Male,169
1797,India,37,Ladakh,2025,Female,134
1798,India,37,Ladakh,2025,Male,170
1799,India,37,Ladakh,2026,Female,135
1800,India,37,Ladakh,2026,Male,171
1801,India,37,Ladakh,2027,Female,136
1802,India,37,Ladakh,2027,Male,171
1803,India,37,Ladakh,2028,Female,137
1804,India,37,Ladakh,2028,Male,172
1805,India,37,Ladakh,2029,Female,138
1806,India,37,Ladakh,2029,Male,172
1807,India,37,Ladakh,2030,Female,139
1808,India,37,Ladakh,2030,Male,172
1809,India,37,Ladakh,2031,Female,139
1810,India,37,Ladakh,2031,Male,173
1811,India,37,Ladakh,2032,Female,140
1812,India,37,Ladakh,2032,Male,173
1813,India,37,Ladakh,2033,Female,141
1814,India,37,Ladakh,2033,Male,173
1815,India,37,Ladakh,2034,Female,141
1816,India,37,Ladakh,2034,Male,173
1817,India,37,Ladakh,2035,Female,142
1818,India,37,Ladakh,2035,Male,174
1819,India,37,Ladakh,2036,Female,143
1820,India,37,Ladakh,2036,Male,174
1821,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,Female,250.00000000000000000000
1822,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,Male,360.00000000000000000000
1823,India,38,The Dadra And Nagar Haveli And Daman And Diu,2012,Female,262.00000000000000000000
1824,India,38,The Dadra And Nagar Haveli And Daman And Diu,2012,Male,386.00000000000000000000
1825,India,38,The Dadra And Nagar Haveli And Daman And Diu,2013,Female,274.00000000000000000000
1826,India,38,The Dadra And Nagar Haveli And Daman And Diu,2013,Male,413.00000000000000000000
1827,India,38,The Dadra And Nagar Haveli And Daman And Diu,2014,Female,286.00000000000000000000
1828,India,38,The Dadra And Nagar Haveli And Daman And Diu,2014,Male,441.00000000000000000000
1829,India,38,The Dadra And Nagar Haveli And Daman And Diu,2015,Female,298.00000000000000000000
1830,India,38,The Dadra And Nagar Haveli And Daman And Diu,2015,Male,467.00000000000000000000
1831,India,38,The Dadra And Nagar Haveli And Daman And Diu,2016,Female,313.00000000000000000000
1832,India,38,The Dadra And Nagar Haveli And Daman And Diu,2016,Male,504.00000000000000000000
1833,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,Female,329.00000000000000000000
1834,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,Male,546.00000000000000000000
1835,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,Female,345.00000000000000000000
1836,India,38,The Dadra And Nagar Haveli And Daman And Diu,2018,Male,589.00000000000000000000
1837,India,38,The Dadra And Nagar Haveli And Daman And Diu,2019,Female,361.00000000000000000000
1838,India,38,The Dadra And Nagar Haveli And Daman And Diu,2019,Male,633.00000000000000000000
1839,India,38,The Dadra And Nagar Haveli And Daman And Diu,2020,Female,377.00000000000000000000
1840,India,38,The Dadra And Nagar Haveli And Daman And Diu,2020,Male,675.00000000000000000000
1841,India,38,The Dadra And Nagar Haveli And Daman And Diu,2021,Female,398.00000000000000000000
1842,India,38,The Dadra And Nagar Haveli And Daman And Diu,2021,Male,734.00000000000000000000
1843,India,38,The Dadra And Nagar Haveli And Daman And Diu,2022,Female,420.00000000000000000000
1844,India,38,The Dadra And Nagar Haveli And Daman And Diu,2022,Male,805.00000000000000000000
1845,India,38,The Dadra And Nagar Haveli And Daman And Diu,2023,Female,442.00000000000000000000
1846,India,38,The Dadra And Nagar Haveli And Daman And Diu,2023,Male,875.00000000000000000000
1847,India,38,The Dadra And Nagar Haveli And Daman And Diu,2024,Female,465.00000000000000000000
1848,India,38,The Dadra And Nagar Haveli And Daman And Diu,2024,Male,946.00000000000000000000
1849,India,38,The Dadra And Nagar Haveli And Daman And Diu,2025,Female,487.00000000000000000000
1850,India,38,The Dadra And Nagar Haveli And Daman And Diu,2025,Male,1016.00000000000000000000
1851,India,38,The Dadra And Nagar Haveli And Daman And Diu,2026,Female,514.00000000000000000000
1852,India,38,The Dadra And Nagar Haveli And Daman And Diu,2026,Male,1117.00000000000000000000
1853,India,38,The Dadra And Nagar Haveli And Daman And Diu,2027,Female,545.00000000000000000000
1854,India,38,The Dadra And Nagar Haveli And Daman And Diu,2027,Male,1241.00000000000000000000
1855,India,38,The Dadra And Nagar Haveli And Daman And Diu,2028,Female,576.00000000000000000000
1856,India,38,The Dadra And Nagar Haveli And Daman And Diu,2028,Male,1364.00000000000000000000
1857,India,38,The Dadra And Nagar Haveli And Daman And Diu,2029,Female,607.00000000000000000000
1858,India,38,The Dadra And Nagar Haveli And Daman And Diu,2029,Male,1487.00000000000000000000
1859,India,38,The Dadra And Nagar Haveli And Daman And Diu,2030,Female,638.00000000000000000000
1860,India,38,The Dadra And Nagar Haveli And Daman And Diu,2030,Male,1612.00000000000000000000
1861,India,38,The Dadra And Nagar Haveli And Daman And Diu,2031,Female,678.00000000000000000000
1862,India,38,The Dadra And Nagar Haveli And Daman And Diu,2031,Male,1795.00000000000000000000
1863,India,38,The Dadra And Nagar Haveli And Daman And Diu,2032,Female,721.00000000000000000000
1864,India,38,The Dadra And Nagar Haveli And Daman And Diu,2032,Male,2023.00000000000000000000
1865,India,38,The Dadra And Nagar Haveli And Daman And Diu,2033,Female,766.00000000000000000000
1866,India,38,The Dadra And Nagar Haveli And Daman And Diu,2033,Male,2250.00000000000000000000
1867,India,38,The Dadra And Nagar Haveli And Daman And Diu,2034,Female,810.00000000000000000000
1868,India,38,The Dadra And Nagar Haveli And Daman And Diu,2034,Male,2477.00000000000000000000
1869,India,38,The Dadra And Nagar Haveli And Daman And Diu,2035,Female,854.00000000000000000000
1870,India,38,The Dadra And Nagar Haveli And Daman And Diu,2035,Male,2704.00000000000000000000
1871,India,38,The Dadra And Nagar Haveli And Daman And Diu,2036,Female,899.00000000000000000000
1872,India,38,The Dadra And Nagar Haveli And Daman And Diu,2036,Male,2931.00000000000000000000
